sample_index
0
1
2
3
5
6
9
10
12
13
16
18
20
22
30
33
36
45
51
67
69
79
87
89
97
111
113
129
135
140
153
155
157
159
163
165
174
175
177
185
187
199
204
211
225
231
252
274
304
313
321
333
337
341
384
387
394
396
422
438
446
471
473
491
496
514
518
525
533
549
551
555
559
573
577
580
585
591
597
611
615
619
622
624
631
637
639
643
649
652
657
673
675
677
691
694
705
712
714
716
722
725
733
740
749
761
763
767
770
772
774
783
785
791
800
809
815
822
838
842
849
861
866
869
877
892
897
898
908
917
923
927
941
956
958
961
966
974
983
985
1003
1008
1015
1017
1031
1044
1048
1051
1060
1062
1068
1072
1079
1081
1100
1102
1121
1127
1137
1143
1171
1181
1191
1192
1209
1219
1242
1257
1264
1283
1289
1293
1297
1301
1316
1322
1324
1330
1338
1343
1347
1356
1361
1370
1377
1380
1387
1396
1404
1409
1414
1422
1428
1435
1440
1460
1476
1479
1486
1489
1539
1557
1561
1583
1589
1593
1625
1633
1643
1658
1665
1683
1705
1707
1711
1723
1751
1755
1761
1771
1773
1783
1789
1811
1827
1833
1861
1873
1875
1933
1951
1958
1973
2005
2011
2015
2023
2027
2033
2045
2047
2049
2051
2058
2071
2073
2075
2077
2089
2143
2151
2176
2205
2207
2221
2233
2251
2273
2283
2301
2307
2323
2343
2357
2401
2405
2411
2413
2415
2423
2427
2433
2443
2451
2455
2457
2461
2473
2501
2514
2523
2533
2577
2583
2605
2621
2633
2673
2680
2693
2705
2711
2733
2751
2761
2775
2789
2807
2811
2823
2827
2833
2836
2851
2877
2883
2908
2915
2923
2933
2943
2949
2951
2955
2961
2989
3001
3021
3023
3033
3057
3093
3133
3151
3158
3201
3208
3211
3223
3225
3255
3265
3271
3283
3301
3311
3323
3333
3343
3351
3358
3361
3365
3376
3383
3389
3415
3439
3451
3473
3518
3521
3523
3533
3548
3605
3623
3625
3683
3726
3743
3758
3777
3783
3823
3826
3861
3893
3901
3905
3908
3911
3933
3939
3951
3973
3983
4011
4058
4076
4139
4143
4155
4171
4176
4226
4233
4250
4255
4257
4283
4333
4351
4411
4427
4433
4451
4461
4473
4483
4489
4498
4576
4589
4630
4658
4693
4701
4708
4723
4731
4733
4751
4773
4775
4801
4826
4833
4836
4848
4850
4871
4883
4898
4923
4927
4961
4975
5001
5008
5033
5036
5055
5071
5083
5136
5183
5225
5258
5273
5275
5289
5325
5371
5383
5401
5411
5426
5448
5451
5461
5465
5483
5505
5548
5564
5593
5598
5625
5658
5677
5683
5711
5718
5764
5807
5851
5857
5864
5876
5883
5905
5919
5948
5983
5993
6000
6007
6026
6033
6101
6108
6143
6158
6183
6197
6199
6201
6208
6251
6258
6261
6283
6286
6300
6323
6327
6333
6351
6358
6376
6439
6483
6533
6539
6548
6555
6571
6580
6586
6593
6598
6622
6630
6651
6658
6682
6733
6783
6795
6797
6799
6801
6823
6826
